brand,model,price,year,fuel,milage,transmissionType,engineCapacity,enginePower
"mitsubishi","space star",20900,2013,"petrol",60594,"manual",1193,94
"mitsubishi","carisma 1800 gdi ls",15000,1998,"petrol",97500,"manual",1834,125
"mitsubishi","galant",10500,2001,"petrol+lpg",220000,"automatic",1997,133
"mitsubishi","outlander 2.0 di-d 4wd invite",39900,2012,"diesel",259440,"manual",1968,140
"mitsubishi","outlander 2.0 intense + 4wd cvt",99990,2020,"petrol",54666,"automatic",1998,150
"mitsubishi","outlander 2.0 did intense",22900,2009,"diesel",251370,"manual",1968,140
"mitsubishi","asx 1.6 intense plus blue edition",65900,2018,"petrol",78000,"manual",1590,117
"mitsubishi","lancer 1.6 cleartec edition",26800,2011,"petrol+lpg",109500,"manual",1590,117
"mitsubishi","asx 1.8 did intense 4wd as&g",38500,2013,"diesel",203000,"manual",1798,150
"mitsubishi","outlander 2.0 di-d 4wd inform",16500,2009,"diesel",389000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus navi",59900,2018,"petrol",150000,"manual",1590,117
"mitsubishi","asx 1.8 di-d 2wd invite",26500,2011,"diesel",68000,"manual",1798,150
"mitsubishi","lancer 1.8 instyle navi",22950,2010,"petrol",190000,"manual",1798,143
"mitsubishi","l200",169900,2023,"diesel",10,"manual",2442,181
"mitsubishi","l200 2.5 tdi gl 4wd doublecab",9999,1999,"diesel",300000,"manual",2477,100
"mitsubishi","asx 1.3 mhev invite style cold",104999,2023,"hybrid",1,"manual",1332,140
"mitsubishi","pajero 3.0 gls",46000,1996,"petrol",200,"manual",2972,150
"mitsubishi","asx 1.8 did instyle 4wd as&g",25000,2011,"diesel",262085,"manual",1798,150
"mitsubishi","asx",59999,2017,"petrol",81500,"manual",1590,117
"mitsubishi","outlander 2.0 intense 2wd",32950,2010,"petrol",229800,"manual",1998,147
"mitsubishi","eclipse cross",85000,2018,"petrol",62000,"automatic",1499,163
"mitsubishi","asx 1.6 active",54900,2016,"petrol",113000,"manual",1590,117
"mitsubishi","asx 1.6 intense",54900,2015,"petrol",149000,"manual",1590,117
"mitsubishi","lancer",19499,2009,"petrol",214000,"manual",1499,109
"mitsubishi","asx 1.6 intense plus navi",55900,2017,"petrol",180000,"manual",1590,117
"mitsubishi","colt cz3 1.5 di-d",3450,2005,"diesel",305200,"manual",1493,68
"mitsubishi","outlander 2.0 did intense",20000,2009,"diesel",265000,"manual",1968,140
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","lancer evolution ix",149900,2001,"petrol",162000,"manual",1997,280
"mitsubishi","asx 1.6 cleartec 2wd diamant edition+",56990,2016,"petrol",125000,"manual",1590,117
"mitsubishi","asx 1.6 intense plus",62900,2017,"petrol",77915,"manual",1590,117
"mitsubishi","space star",20900,2013,"petrol",60594,"manual",1193,94
"mitsubishi","carisma 1800 gdi ls",15000,1998,"petrol",97500,"manual",1834,125
"mitsubishi","galant",10500,2001,"petrol+lpg",220000,"automatic",1997,133
"mitsubishi","outlander 2.0 di-d 4wd invite",39900,2012,"diesel",259440,"manual",1968,140
"mitsubishi","outlander 2.0 intense + 4wd cvt",99990,2020,"petrol",54666,"automatic",1998,150
"mitsubishi","outlander 2.0 did intense",22900,2009,"diesel",251370,"manual",1968,140
"mitsubishi","asx 1.6 intense plus blue edition",65900,2018,"petrol",78000,"manual",1590,117
"mitsubishi","lancer 1.6 cleartec edition",26800,2011,"petrol+lpg",109500,"manual",1590,117
"mitsubishi","asx 1.8 did intense 4wd as&g",38500,2013,"diesel",203000,"manual",1798,150
"mitsubishi","outlander 2.0 di-d 4wd inform",16500,2009,"diesel",389000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus navi",59900,2018,"petrol",150000,"manual",1590,117
"mitsubishi","asx 1.8 di-d 2wd invite",26500,2011,"diesel",68000,"manual",1798,150
"mitsubishi","lancer 1.8 instyle navi",22950,2010,"petrol",190000,"manual",1798,143
"mitsubishi","l200",169900,2023,"diesel",10,"manual",2442,181
"mitsubishi","l200 2.5 tdi gl 4wd doublecab",9999,1999,"diesel",300000,"manual",2477,100
"mitsubishi","asx 1.3 mhev invite style cold",104999,2023,"hybrid",1,"manual",1332,140
"mitsubishi","pajero 3.0 gls",46000,1996,"petrol",200,"manual",2972,150
"mitsubishi","asx 1.8 did instyle 4wd as&g",25000,2011,"diesel",262085,"manual",1798,150
"mitsubishi","asx",59999,2017,"petrol",81500,"manual",1590,117
"mitsubishi","outlander 2.0 intense 2wd",32950,2010,"petrol",229800,"manual",1998,147
"mitsubishi","eclipse cross",85000,2018,"petrol",62000,"automatic",1499,163
"mitsubishi","asx 1.6 active",54900,2016,"petrol",113000,"manual",1590,117
"mitsubishi","asx 1.6 intense",54900,2015,"petrol",149000,"manual",1590,117
"mitsubishi","lancer",19499,2009,"petrol",214000,"manual",1499,109
"mitsubishi","asx 1.6 intense plus navi",55900,2017,"petrol",180000,"manual",1590,117
"mitsubishi","colt cz3 1.5 di-d",3450,2005,"diesel",305200,"manual",1493,68
"mitsubishi","outlander 2.0 did intense",20000,2009,"diesel",265000,"manual",1968,140
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","lancer evolution ix",149900,2001,"petrol",162000,"manual",1997,280
"mitsubishi","asx 1.6 cleartec 2wd diamant edition+",56990,2016,"petrol",125000,"manual",1590,117
"mitsubishi","asx 1.6 intense plus",62900,2017,"petrol",77915,"manual",1590,117
"mitsubishi","space star",20900,2013,"petrol",60594,"manual",1193,94
"mitsubishi","carisma 1800 gdi ls",15000,1998,"petrol",97500,"manual",1834,125
"mitsubishi","galant",10500,2001,"petrol+lpg",220000,"automatic",1997,133
"mitsubishi","outlander 2.0 di-d 4wd invite",39900,2012,"diesel",259440,"manual",1968,140
"mitsubishi","outlander 2.0 intense + 4wd cvt",99990,2020,"petrol",54666,"automatic",1998,150
"mitsubishi","outlander 2.0 did intense",22900,2009,"diesel",251370,"manual",1968,140
"mitsubishi","asx 1.6 intense plus blue edition",65900,2018,"petrol",78000,"manual",1590,117
"mitsubishi","lancer 1.6 cleartec edition",26800,2011,"petrol+lpg",109500,"manual",1590,117
"mitsubishi","asx 1.8 did intense 4wd as&g",38500,2013,"diesel",203000,"manual",1798,150
"mitsubishi","outlander 2.0 di-d 4wd inform",16500,2009,"diesel",389000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus navi",59900,2018,"petrol",150000,"manual",1590,117
"mitsubishi","asx 1.8 di-d 2wd invite",26500,2011,"diesel",68000,"manual",1798,150
"mitsubishi","lancer 1.8 instyle navi",22950,2010,"petrol",190000,"manual",1798,143
"mitsubishi","l200",169900,2023,"diesel",10,"manual",2442,181
"mitsubishi","l200 2.5 tdi gl 4wd doublecab",9999,1999,"diesel",300000,"manual",2477,100
"mitsubishi","asx 1.3 mhev invite style cold",104999,2023,"hybrid",1,"manual",1332,140
"mitsubishi","eclipse cross",85000,2018,"petrol",62000,"automatic",1499,163
"mitsubishi","asx 1.6 active",54900,2016,"petrol",113000,"manual",1590,117
"mitsubishi","asx 1.6 intense plus navi",55900,2017,"petrol",180000,"manual",1590,117
"mitsubishi","outlander 2.0 did intense",20000,2009,"diesel",265000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus",62900,2017,"petrol",77915,"manual",1590,117
"mitsubishi","outlander 2.0 intense + 4wd cvt",99990,2020,"petrol",54666,"automatic",1998,150
"mitsubishi","asx 1.8 did intense 4wd as&g",38500,2013,"diesel",203000,"manual",1798,150
"mitsubishi","outlander 2.0 di-d 4wd inform",16500,2009,"diesel",389000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus navi",59900,2018,"petrol",150000,"manual",1590,117
"mitsubishi","asx 1.8 di-d 2wd invite",26500,2011,"diesel",68000,"manual",1798,150
"mitsubishi","lancer 1.8 instyle navi",22950,2010,"petrol",190000,"manual",1798,143
"mitsubishi","l200",169900,2023,"diesel",10,"manual",2442,181
"mitsubishi","l200 2.5 tdi gl 4wd doublecab",9999,1999,"diesel",300000,"manual",2477,100
"mitsubishi","asx 1.3 mhev invite style cold",104999,2023,"hybrid",1,"manual",1332,140
"mitsubishi","colt 1.0t invite style cold",81999,2023,"petrol",1,"manual",999,91
"mitsubishi","colt 1.0t invite style cold",81999,2023,"petrol",1,"manual",999,91
"mitsubishi","eclipse cross 2.4 phev intense plus",99900,2022,"plug-in hybrid",49274,"automatic",2360,98
"mitsubishi","outlander 2.4 intense + eu5 cvt",40000,2011,"petrol",134000,"automatic",2360,170
"mitsubishi","asx",45500,2017,"diesel",145000,"manual",1798,116
"mitsubishi","outlander 2.0 intense + 2wd eu5",35900,2010,"petrol",199000,"manual",1998,147
"mitsubishi","colt",9400,2006,"petrol",189000,"manual",1332,95
"mitsubishi","outlander 2.0 turbo 4wd",19900,2006,"petrol",198000,"manual",1997,202
"mitsubishi","outlander",39000,2012,"petrol+lpg",340000,"automatic",1998,147
"mitsubishi","space star 1.0 clear tec light",37999,2020,"petrol",10000,"manual",999,71
"mitsubishi","space star 1.2 clear tec diamant edition+",30600,2019,"petrol",55000,"manual",1193,80
"mitsubishi","asx",59999,2017,"petrol",81500,"manual",1590,117
"mitsubishi","outlander 2.0 did intense +",27999,2009,"diesel",194000,"manual",1968,140
"mitsubishi","lancer 1.6 intense",25000,2011,"petrol+lpg",156500,"manual",1590,117
"mitsubishi","outlander 2.2 did instyle navi 4wd",62000,2015,"diesel",172000,"automatic",2268,150
"mitsubishi","outlander",124900,2019,"plug-in hybrid",36515,"automatic",2360,135
"mitsubishi","outlander 2.0 2wd invite",37500,2011,"petrol",174101,"manual",1998,147
"mitsubishi","lancer 1.8 intense cvt",25000,2008,"petrol",194000,"automatic",1798,143
"mitsubishi","pajero 3.0 gls",46000,1996,"petrol",200,"manual",2972,150
"mitsubishi","asx 1.8 did instyle 4wd as&g",25000,2011,"diesel",262085,"manual",1798,150
"mitsubishi","asx",59999,2017,"petrol",81500,"manual",1590,117
"mitsubishi","outlander 2.0 intense 2wd",32950,2010,"petrol",229800,"manual",1998,147
"mitsubishi","eclipse cross",85000,2018,"petrol",62000,"automatic",1499,163
"mitsubishi","asx 1.6 active",54900,2016,"petrol",113000,"manual",1590,117
"mitsubishi","asx 1.6 intense",54900,2015,"petrol",149000,"manual",1590,117
"mitsubishi","lancer",19499,2009,"petrol",214000,"manual",1499,109
"mitsubishi","asx 1.6 intense plus navi",55900,2017,"petrol",180000,"manual",1590,117
"mitsubishi","colt cz3 1.5 di-d",3450,2005,"diesel",305200,"manual",1493,68
"mitsubishi","outlander 2.0 did intense",20000,2009,"diesel",265000,"manual",1968,140
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","lancer evolution ix",149900,2001,"petrol",162000,"manual",1997,280
"mitsubishi","asx 1.6 cleartec 2wd diamant edition+",56990,2016,"petrol",125000,"manual",1590,117
"mitsubishi","asx 1.6 intense plus",62900,2017,"petrol",77915,"manual",1590,117
"mitsubishi","space star",20900,2013,"petrol",60594,"manual",1193,94
"mitsubishi","carisma 1800 gdi ls",15000,1998,"petrol",97500,"manual",1834,125
"mitsubishi","galant",10500,2001,"petrol+lpg",220000,"automatic",1997,133
"mitsubishi","outlander 2.0 di-d 4wd invite",39900,2012,"diesel",259440,"manual",1968,140
"mitsubishi","outlander 2.0 intense + 4wd cvt",99990,2020,"petrol",54666,"automatic",1998,150
"mitsubishi","outlander 2.0 did intense",22900,2009,"diesel",251370,"manual",1968,140
"mitsubishi","asx 1.6 intense plus blue edition",65900,2018,"petrol",78000,"manual",1590,117
"mitsubishi","lancer 1.6 cleartec edition",26800,2011,"petrol+lpg",109500,"manual",1590,117
"mitsubishi","asx 1.8 did intense 4wd as&g",38500,2013,"diesel",203000,"manual",1798,150
"mitsubishi","outlander 2.0 di-d 4wd inform",16500,2009,"diesel",389000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus navi",59900,2018,"petrol",150000,"manual",1590,117
"mitsubishi","asx 1.8 di-d 2wd invite",26500,2011,"diesel",68000,"manual",1798,150
"mitsubishi","lancer 1.8 instyle navi",22950,2010,"petrol",190000,"manual",1798,143
"mitsubishi","l200",169900,2023,"diesel",10,"manual",2442,181
"mitsubishi","l200 2.5 tdi gl 4wd doublecab",9999,1999,"diesel",300000,"manual",2477,100
"mitsubishi","asx 1.3 mhev invite style cold",104999,2023,"hybrid",1,"manual",1332,140
"mitsubishi","pajero 3.0 gls",46000,1996,"petrol",200,"manual",2972,150
"mitsubishi","asx 1.8 did instyle 4wd as&g",25000,2011,"diesel",262085,"manual",1798,150
"mitsubishi","asx",59999,2017,"petrol",81500,"manual",1590,117
"mitsubishi","outlander 2.0 intense 2wd",32950,2010,"petrol",229800,"manual",1998,147
"mitsubishi","eclipse cross",85000,2018,"petrol",62000,"automatic",1499,163
"mitsubishi","asx 1.6 active",54900,2016,"petrol",113000,"manual",1590,117
"mitsubishi","asx 1.6 intense",54900,2015,"petrol",149000,"manual",1590,117
"mitsubishi","lancer",19499,2009,"petrol",214000,"manual",1499,109
"mitsubishi","asx 1.6 intense plus navi",55900,2017,"petrol",180000,"manual",1590,117
"mitsubishi","colt cz3 1.5 di-d",3450,2005,"diesel",305200,"manual",1493,68
"mitsubishi","outlander 2.0 did intense",20000,2009,"diesel",265000,"manual",1968,140
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","lancer evolution ix",149900,2001,"petrol",162000,"manual",1997,280
"mitsubishi","asx 1.6 cleartec 2wd diamant edition+",56990,2016,"petrol",125000,"manual",1590,117
"mitsubishi","asx 1.6 intense plus",62900,2017,"petrol",77915,"manual",1590,117
"mitsubishi","space star",20900,2013,"petrol",60594,"manual",1193,94
"mitsubishi","carisma 1800 gdi ls",15000,1998,"petrol",97500,"manual",1834,125
"mitsubishi","galant",10500,2001,"petrol+lpg",220000,"automatic",1997,133
"mitsubishi","outlander 2.0 di-d 4wd invite",39900,2012,"diesel",259440,"manual",1968,140
"mitsubishi","outlander 2.0 intense + 4wd cvt",99990,2020,"petrol",54666,"automatic",1998,150
"mitsubishi","outlander 2.0 did intense",22900,2009,"diesel",251370,"manual",1968,140
"mitsubishi","asx 1.6 intense plus blue edition",65900,2018,"petrol",78000,"manual",1590,117
"mitsubishi","lancer 1.6 cleartec edition",26800,2011,"petrol+lpg",109500,"manual",1590,117
"mitsubishi","asx 1.8 did intense 4wd as&g",38500,2013,"diesel",203000,"manual",1798,150
"mitsubishi","outlander 2.0 di-d 4wd inform",16500,2009,"diesel",389000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus navi",59900,2018,"petrol",150000,"manual",1590,117
"mitsubishi","asx 1.8 di-d 2wd invite",26500,2011,"diesel",68000,"manual",1798,150
"mitsubishi","lancer 1.8 instyle navi",22950,2010,"petrol",190000,"manual",1798,143
"mitsubishi","l200",169900,2023,"diesel",10,"manual",2442,181
"mitsubishi","l200 2.5 tdi gl 4wd doublecab",9999,1999,"diesel",300000,"manual",2477,100
"mitsubishi","asx 1.3 mhev invite style cold",104999,2023,"hybrid",1,"manual",1332,140
"mitsubishi","pajero 3.0 gls",46000,1996,"petrol",200,"manual",2972,150
"mitsubishi","asx 1.8 did instyle 4wd as&g",25000,2011,"diesel",262085,"manual",1798,150
"mitsubishi","asx",59999,2017,"petrol",81500,"manual",1590,117
"mitsubishi","outlander 2.0 intense 2wd",32950,2010,"petrol",229800,"manual",1998,147
"mitsubishi","eclipse cross",85000,2018,"petrol",62000,"automatic",1499,163
"mitsubishi","asx 1.6 active",54900,2016,"petrol",113000,"manual",1590,117
"mitsubishi","asx 1.6 intense",54900,2015,"petrol",149000,"manual",1590,117
"mitsubishi","lancer",19499,2009,"petrol",214000,"manual",1499,109
"mitsubishi","asx 1.6 intense plus navi",55900,2017,"petrol",180000,"manual",1590,117
"mitsubishi","colt cz3 1.5 di-d",3450,2005,"diesel",305200,"manual",1493,68
"mitsubishi","outlander 2.0 did intense",20000,2009,"diesel",265000,"manual",1968,140
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","asx 1.3 mhev instyle dct",138999,2023,"hybrid",1,"automatic",1332,158
"mitsubishi","lancer evolution ix",149900,2001,"petrol",162000,"manual",1997,280
"mitsubishi","asx 1.6 cleartec 2wd diamant edition+",56990,2016,"petrol",125000,"manual",1590,117
"mitsubishi","asx 1.6 intense plus",62900,2017,"petrol",77915,"manual",1590,117
"mitsubishi","space star",20900,2013,"petrol",60594,"manual",1193,94
"mitsubishi","carisma 1800 gdi ls",15000,1998,"petrol",97500,"manual",1834,125
"mitsubishi","galant",10500,2001,"petrol+lpg",220000,"automatic",1997,133
"mitsubishi","outlander 2.0 di-d 4wd invite",39900,2012,"diesel",259440,"manual",1968,140
"mitsubishi","outlander 2.0 intense + 4wd cvt",99990,2020,"petrol",54666,"automatic",1998,150
"mitsubishi","outlander 2.0 did intense",22900,2009,"diesel",251370,"manual",1968,140
"mitsubishi","asx 1.6 intense plus blue edition",65900,2018,"petrol",78000,"manual",1590,117
"mitsubishi","lancer 1.6 cleartec edition",26800,2011,"petrol+lpg",109500,"manual",1590,117
"mitsubishi","asx 1.8 did intense 4wd as&g",38500,2013,"diesel",203000,"manual",1798,150
"mitsubishi","outlander 2.0 di-d 4wd inform",16500,2009,"diesel",389000,"manual",1968,140
"mitsubishi","asx 1.6 intense plus navi",59900,2018,"petrol",150000,"manual",1590,117
"mitsubishi","asx 1.8 di-d 2wd invite",26500,2011,"diesel",68000,"manual",1798,150
"mitsubishi","lancer 1.8 instyle navi",22950,2010,"petrol",190000,"manual",1798,143
"mitsubishi","l200",169900,2023,"diesel",10,"manual",2442,181
"mitsubishi","l200 2.5 tdi gl 4wd doublecab",9999,1999,"diesel",300000,"manual",2477,100
"mitsubishi","asx 1.3 mhev invite style cold",104999,2023,"hybrid",1,"manual",1332,140
"morgan","plus 4",315000,2018,"petrol",12363,"manual",1999,156
"morgan","inny",26000,1974,"petrol",85800,"manual",1576,87
"morgan","inny",415002,2023,"petrol",25000,"automatic",1998,258
"morgan","inny",464940,2023,"petrol",63,"automatic",1998,258
"nissan","juke 1.0 dig-t tekna",47900,2020,"petrol",83868,"manual",999,117
"nissan","x-trail 1.6 dci tekna 2wd eu6",77500,2018,"diesel",131000,"manual",1598,130
"nissan","qashqai 1.5 dci tekna",48900,2019,"diesel",128882,"manual",1461,115
"nissan","qashqai 1.6 acenta",25900,2008,"petrol+lpg",215000,"manual",1598,115
"nissan","primera 1.8 tekna",8500,2003,"petrol",179000,"manual",1769,116
"nissan","note 1.2 acenta plus",23600,2014,"petrol",171700,"manual",1198,80
"nissan","qashqai 1.5 dci n-connecta",72000,2018,"diesel",126000,"manual",1461,110
"nissan","murano",72900,2015,"petrol+lpg",133000,"automatic",3498,256
"nissan","qashqai 2.0 dci dpf 4x4 360",41500,2013,"diesel",197000,"automatic",1995,150
"nissan","juke 1.2 dig-t acenta",52000,2017,"petrol",44209,"manual",1197,115
"nissan","micra",15000,2006,"petrol",159000,"manual",1598,110
"nissan","qashqai 1.6 dig-t tekna+",75900,2017,"petrol",52000,"manual",1618,163
"nissan","x-trail",79000,2020,"petrol",40500,"automatic",1618,163
"nissan","x-trail 1.6 dig-t tekna 2wd 7os",84500,2018,"petrol",75010,"manual",1618,163
"nissan","qashqai 1.3 dig-t n-connecta dct",116000,2021,"petrol",44083,"automatic",1332,158
"nissan","qashqai",17800,2008,"petrol",260000,"manual",1598,114
"nissan","x-trail 1.6 dci tekna 2wd xtronic 7os",64900,2017,"diesel",176500,"automatic",1598,130
"nissan","micra",12000,2015,"petrol",132000,"manual",1198,80
"nissan","qashqai+2 1.6 dci i-way",35900,2012,"diesel",143000,"manual",1598,130
"nissan","qashqai 1.2 dig-t acenta eu6",70000,2018,"petrol",92000,"manual",1197,115
"nissan","micra 1.2 25",11500,2009,"petrol",101019,"manual",1240,80
"nissan","qashqai 2.0 4x4 acenta",37600,2011,"petrol",164894,"manual",1997,141
"nissan","qashqai",27900,2009,"petrol",188000,"manual",1997,141
"nissan","qashqai 1.5 dci acenta eu6",62900,2018,"diesel",163207,"manual",1461,110
"nissan","qashqai 2.0 dci acenta",25000,2009,"diesel",200000,"manual",1995,150
"nissan","juke",27000,2013,"diesel",232000,"manual",1461,110
"nissan","x-trail 1.3 dig-t tekna 2wd dct",114900,2021,"petrol",66000,"automatic",1332,158
"nissan","juke 1.6 acenta",30500,2010,"petrol",205552,"manual",1598,117
"nissan","x-trail",15600,2005,"petrol",235241,"manual",1998,140
"nissan","qashqai 1.6 dig-t n-connecta",74999,2017,"petrol",119000,"manual",1618,163
"nissan","note 1.2 acenta",29000,2014,"petrol",156000,"manual",1198,80
"nissan","x-trail 1.6 dig-t tekna 2wd",51000,2017,"petrol",190000,"manual",1618,163
"nissan","micra 1.2 elle",18900,2012,"petrol",146980,"manual",1198,80
"nissan","micra 1.2 acenta",25900,2014,"petrol",181000,"manual",1198,80
"nissan","x-trail 2.0 dci tekna 2wd xtronic",83000,2017,"diesel",109253,"automatic",1995,177
"nissan","x-trail 1.3 dig-t tekna 2wd dct",94900,2019,"petrol",81500,"automatic",1332,158
"nissan","note",20900,2012,"petrol",170000,"manual",1386,88
"nissan","juke 1.0 dig-t tekna",47900,2020,"petrol",83868,"manual",999,117
"nissan","juke 1.0 dig-t acenta dct",106900,2024,"petrol",5,"automatic",999,114
"nissan","x-trail 1.6 dci tekna 2wd eu6",77500,2018,"diesel",131000,"manual",1598,130
"nissan","juke 1.6 tekna xtronic",58000,2018,"petrol",69900,"automatic",1598,117
"nissan","qashqai 1.5 dci tekna",48900,2019,"diesel",128882,"manual",1461,115
"nissan","juke 1.6 cvt acenta",39900,2013,"petrol",97980,"automatic",1598,117
"nissan","maxima",109900,2020,"petrol",18900,"automatic",3498,300
"nissan","qashqai 1.6 acenta",25900,2008,"petrol+lpg",215000,"manual",1598,115
"nissan","patrol gr 2.8 td sg",32000,1994,"diesel",225000,"manual",2826,116
"nissan","primera 1.8 tekna",8500,2003,"petrol",179000,"manual",1769,116
"nissan","qashqai",15900,2010,"diesel",255555,"manual",1995,150
"nissan","micra 1.2 visia",19900,2017,"petrol",140500,"manual",1198,80
"nissan","juke",20400,2015,"petrol",124000,"automatic",1618,190
"nissan","cube",19500,2010,"diesel",233000,"manual",1461,110
"nissan","micra 1.4 tekna",13900,2009,"petrol+lpg",138000,"manual",1386,88
"nissan","patrol 3.0 dit le",78900,2007,"diesel",290000,"manual",2953,160
"nissan","qashqai",154100,2024,"petrol",3,"automatic",1332,158
"nissan","x-trail",22000,2008,"diesel",298000,"manual",1995,150
"nissan","qashqai",54500,2017,"petrol",116600,"manual",1197,115
"nissan","note 1.2 acenta plus",23600,2014,"petrol",171700,"manual",1198,80
"nissan","qashqai 1.5 dci n-connecta",72000,2018,"diesel",126000,"manual",1461,110
"nissan","qashqai 1.6 dci 4x4 black edition eu6",67000,2016,"diesel",65585,"manual",1598,130
"nissan","370 z 3.7 v6 premium",102777,2018,"petrol",80000,"automatic",3696,328
"nissan","murano",72900,2015,"petrol+lpg",133000,"automatic",3498,256
"nissan","qashqai 2.0 dci dpf 4x4 360",41500,2013,"diesel",197000,"automatic",1995,150
"nissan","x-trail 1.6 dig-t tekna 2wd",51000,2017,"petrol",190000,"manual",1618,163
"nissan","micra 1.2 elle",18900,2012,"petrol",146980,"manual",1198,80
"nissan","micra 1.2 acenta",25900,2014,"petrol",181000,"manual",1198,80
"nissan","x-trail 2.0 dci tekna 2wd xtronic",83000,2017,"diesel",109253,"automatic",1995,177
"nissan","x-trail 1.3 dig-t tekna 2wd dct",94900,2019,"petrol",81500,"automatic",1332,158
"nissan","note",20900,2012,"petrol",170000,"manual",1386,88
"nissan","juke 1.0 dig-t tekna",47900,2020,"petrol",83868,"manual",999,117
"nissan","juke 1.0 dig-t acenta dct",106900,2024,"petrol",5,"automatic",999,114
"nissan","x-trail 1.6 dci tekna 2wd eu6",77500,2018,"diesel",131000,"manual",1598,130
"nissan","juke 1.6 tekna xtronic",58000,2018,"petrol",69900,"automatic",1598,117
"nissan","qashqai 1.5 dci tekna",48900,2019,"diesel",128882,"manual",1461,115
"nissan","juke 1.6 cvt acenta",39900,2013,"petrol",97980,"automatic",1598,117
"nissan","maxima",109900,2020,"petrol",18900,"automatic",3498,300
"nissan","qashqai 1.6 acenta",25900,2008,"petrol+lpg",215000,"manual",1598,115
"nissan","patrol gr 2.8 td sg",32000,1994,"diesel",225000,"manual",2826,116
"nissan","primera 1.8 tekna",8500,2003,"petrol",179000,"manual",1769,116
"nissan","qashqai",15900,2010,"diesel",255555,"manual",1995,150
"nissan","micra 1.2 visia",19900,2017,"petrol",140500,"manual",1198,80
"nissan","juke",20400,2015,"petrol",124000,"automatic",1618,190
"nissan","cube",19500,2010,"diesel",233000,"manual",1461,110
"nissan","micra 1.4 tekna",13900,2009,"petrol+lpg",138000,"manual",1386,88
"nissan","patrol 3.0 dit le",78900,2007,"diesel",290000,"manual",2953,160
"nissan","qashqai",154100,2024,"petrol",3,"automatic",1332,158
"nissan","x-trail",22000,2008,"diesel",298000,"manual",1995,150
"nissan","qashqai",54500,2017,"petrol",116600,"manual",1197,115
"nissan","note 1.2 acenta plus",23600,2014,"petrol",171700,"manual",1198,80
"nissan","qashqai 1.5 dci n-connecta",72000,2018,"diesel",126000,"manual",1461,110
"nissan","qashqai 1.6 dci 4x4 black edition eu6",67000,2016,"diesel",65585,"manual",1598,130
"nissan","370 z 3.7 v6 premium",102777,2018,"petrol",80000,"automatic",3696,328
"nissan","murano",72900,2015,"petrol+lpg",133000,"automatic",3498,256
"nissan","qashqai 2.0 dci dpf 4x4 360",41500,2013,"diesel",197000,"automatic",1995,150
"nissan","x-trail 1.6 dig-t tekna 2wd",51000,2017,"petrol",190000,"manual",1618,163
"nissan","micra 1.2 elle",18900,2012,"petrol",146980,"manual",1198,80
"nissan","micra 1.2 acenta",25900,2014,"petrol",181000,"manual",1198,80
"nissan","x-trail 2.0 dci tekna 2wd xtronic",83000,2017,"diesel",109253,"automatic",1995,177
"nissan","x-trail 1.3 dig-t tekna 2wd dct",94900,2019,"petrol",81500,"automatic",1332,158
"nissan","note",20900,2012,"petrol",170000,"manual",1386,88
"nissan","juke 1.0 dig-t tekna",47900,2020,"petrol",83868,"manual",999,117
"nissan","juke 1.0 dig-t acenta dct",106900,2024,"petrol",5,"automatic",999,114
"nissan","x-trail 1.6 dci tekna 2wd eu6",77500,2018,"diesel",131000,"manual",1598,130
"nissan","juke 1.6 tekna xtronic",58000,2018,"petrol",69900,"automatic",1598,117
"nissan","qashqai 1.5 dci tekna",48900,2019,"diesel",128882,"manual",1461,115
"nissan","juke 1.6 cvt acenta",39900,2013,"petrol",97980,"automatic",1598,117
"nissan","maxima",109900,2020,"petrol",18900,"automatic",3498,300
"nissan","qashqai 1.6 acenta",25900,2008,"petrol+lpg",215000,"manual",1598,115
"nissan","patrol gr 2.8 td sg",32000,1994,"diesel",225000,"manual",2826,116
"nissan","primera 1.8 tekna",8500,2003,"petrol",179000,"manual",1769,116
"nissan","qashqai",15900,2010,"diesel",255555,"manual",1995,150
"nissan","micra 1.2 visia",19900,2017,"petrol",140500,"manual",1198,80
